ranking,customer_name,propensity_score,faixa_propensao,percentil_score,recencia_dias,frequencia_pedidos,valor_total_gasto,ticket_medio,data_ultima_compra,segment,market
661,Denise Leinenbach,0.4039,Média Propensão (Foco em Nutrição),2,12,37,17936.0,484.76,2014-12-19,Consumer,APAC
662,Roy Französisch,0.4033,Média Propensão (Foco em Nutrição),2,6,37,15652.0,423.03,2014-12-25,Consumer,EU
663,Ben Wallace,0.4028,Média Propensão (Foco em Nutrição),2,40,33,14965.0,453.48,2014-11-21,Consumer,APAC
664,Parhena Norris,0.4017,Média Propensão (Foco em Nutrição),2,15,38,12893.0,339.29,2014-12-16,Home Office,APAC
665,Hunter Glantz,0.4008,Média Propensão (Foco em Nutrição),2,6,36,16214.0,450.39,2014-12-25,Consumer,APAC
666,Katherine Murray,0.4007,Média Propensão (Foco em Nutrição),2,2,33,18522.0,561.27,2014-12-29,Home Office,LATAM
667,Helen Andreada,0.4006,Média Propensão (Foco em Nutrição),2,20,31,10414.0,335.94,2014-12-11,Consumer,US
668,Olvera Toch,0.4003,Média Propensão (Foco em Nutrição),2,33,36,19759.0,548.86,2014-11-28,Consumer,EU
669,Maribeth Schnelling,0.4002,Média Propensão (Foco em Nutrição),2,5,39,21681.0,555.92,2014-12-26,Consumer,LATAM
670,Troy Staebel,0.4001,Média Propensão (Foco em Nutrição),2,20,35,22579.0,645.11,2014-12-11,Consumer,LATAM
671,Khloe Miller,0.3995,Baixa Propensão (Foco em Reativação),2,15,32,10973.0,342.91,2014-12-16,Consumer,APAC
672,Sue Ann Reed,0.3983,Baixa Propensão (Foco em Reativação),2,10,40,16494.0,412.35,2014-12-21,Consumer,US
673,Aaron Hawkins,0.3981,Baixa Propensão (Foco em Reativação),2,12,34,20759.0,610.56,2014-12-19,Corporate,LATAM
674,Patrick O'Brill,0.3976,Baixa Propensão (Foco em Reativação),2,4,45,26712.0,593.6,2014-12-27,Consumer,EU
675,Barry Gonzalez,0.397,Baixa Propensão (Foco em Reativação),2,28,34,20023.0,588.91,2014-12-03,Consumer,APAC
676,Jill Fjeld,0.3966,Baixa Propensão (Foco em Reativação),2,1,35,23621.0,674.89,2014-12-30,Consumer,EU
677,Logan Currie,0.3949,Baixa Propensão (Foco em Reativação),2,13,36,16082.0,446.72,2014-12-18,Consumer,EU
678,Juliana Krohn,0.3945,Baixa Propensão (Foco em Reativação),2,8,38,23136.0,608.84,2014-12-23,Consumer,APAC
679,Emily Grady,0.3925,Baixa Propensão (Foco em Reativação),2,22,32,23114.0,722.31,2014-12-09,Consumer,Africa
680,Troy Blackwell,0.3918,Baixa Propensão (Foco em Reativação),2,28,30,9187.0,306.23,2014-12-03,Consumer,APAC
681,Steven Cartwright,0.3917,Baixa Propensão (Foco em Reativação),2,7,37,16918.0,457.24,2014-12-24,Consumer,US
682,Joseph Airdo,0.3906,Baixa Propensão (Foco em Reativação),2,0,32,18169.0,567.78,2014-12-31,Consumer,US
683,Deirdre Greer,0.3904,Baixa Propensão (Foco em Reativação),2,14,34,16715.0,491.62,2014-12-17,Corporate,APAC
684,Art Ferguson,0.3903,Baixa Propensão (Foco em Reativação),2,5,45,28183.0,626.29,2014-12-26,Consumer,APAC
685,Rick Wilson,0.3897,Baixa Propensão (Foco em Reativação),2,26,32,25125.0,785.16,2014-12-05,Corporate,US
686,Cyra Reiten,0.3889,Baixa Propensão (Foco em Reativação),2,55,32,15657.0,489.28,2014-11-06,Home Office,LATAM
687,Lauren Leatherbury,0.3888,Baixa Propensão (Foco em Reativação),2,26,35,14939.0,426.83,2014-12-05,Consumer,Africa
688,Dario Medina,0.3873,Baixa Propensão (Foco em Reativação),2,12,41,22297.0,543.83,2014-12-19,Corporate,LATAM
689,Daniel Raglin,0.3859,Baixa Propensão (Foco em Reativação),2,27,41,27932.0,681.27,2014-12-04,Home Office,APAC
690,Dennis Bolton,0.3851,Baixa Propensão (Foco em Reativação),2,47,30,10610.0,353.67,2014-11-14,Home Office,LATAM
691,Corey Catlett,0.3851,Baixa Propensão (Foco em Reativação),2,16,32,17604.0,550.12,2014-12-15,Corporate,APAC
692,Doug Bickford,0.3836,Baixa Propensão (Foco em Reativação),2,27,32,12855.0,401.72,2014-12-04,Consumer,EU
693,Alan Barnes,0.3834,Baixa Propensão (Foco em Reativação),2,13,35,13053.0,372.94,2014-12-18,Consumer,EU
694,Alice McCarthy,0.383,Baixa Propensão (Foco em Reativação),2,15,39,18765.0,481.15,2014-12-16,Corporate,EU
695,John Lee,0.3827,Baixa Propensão (Foco em Reativação),2,21,37,25979.0,702.14,2014-12-10,Consumer,US
696,Evan Henry,0.3827,Baixa Propensão (Foco em Reativação),2,67,37,16377.0,442.62,2014-10-25,Consumer,APAC
697,David Wiener,0.3827,Baixa Propensão (Foco em Reativação),2,6,30,10930.0,364.33,2014-12-25,Corporate,APAC
698,Peter Fuller,0.3826,Baixa Propensão (Foco em Reativação),2,83,38,29876.0,786.21,2014-10-09,Consumer,APAC
699,Anne McFarland,0.3823,Baixa Propensão (Foco em Reativação),2,25,36,25522.0,708.94,2014-12-06,Consumer,APAC
700,Carol Adams,0.3819,Baixa Propensão (Foco em Reativação),2,18,34,23993.0,705.68,2014-12-13,Corporate,APAC
701,Barry Weirich,0.3819,Baixa Propensão (Foco em Reativação),2,22,23,17440.0,758.26,2014-12-09,Consumer,LATAM
702,Maribeth Dona,0.3814,Baixa Propensão (Foco em Reativação),2,26,36,17829.0,495.25,2014-12-05,Consumer,LATAM
703,Seth Vernon,0.3813,Baixa Propensão (Foco em Reativação),2,87,36,23640.0,656.67,2014-10-05,Consumer,US
704,Henry Goldwyn,0.3809,Baixa Propensão (Foco em Reativação),2,23,39,17168.0,440.21,2014-12-08,Corporate,APAC
705,Christine Phan,0.3808,Baixa Propensão (Foco em Reativação),2,8,34,25157.0,739.91,2014-12-23,Corporate,LATAM
706,Mark Packer,0.3807,Baixa Propensão (Foco em Reativação),2,5,30,12987.0,432.9,2014-12-26,Home Office,LATAM
707,Eric Murdock,0.3803,Baixa Propensão (Foco em Reativação),2,2,45,28085.0,624.11,2014-12-29,Consumer,APAC
708,Paul Stevenson,0.3802,Baixa Propensão (Foco em Reativação),2,27,37,19620.0,530.27,2014-12-04,Home Office,EU
709,Emily Phan,0.3797,Baixa Propensão (Foco em Reativação),2,12,36,16770.0,465.83,2014-12-19,Consumer,US
710,Filia McAdams,0.3795,Baixa Propensão (Foco em Reativação),2,7,37,17287.0,467.22,2014-12-24,Corporate,LATAM
711,Tom Boeckenhauer,0.3794,Baixa Propensão (Foco em Reativação),2,25,35,24480.0,699.43,2014-12-06,Consumer,APAC
712,Robert Waldorf,0.379,Baixa Propensão (Foco em Reativação),2,15,33,12596.0,381.7,2014-12-16,Consumer,APAC
713,Lisa Ryan,0.3787,Baixa Propensão (Foco em Reativação),2,45,35,18799.0,537.11,2014-11-16,Corporate,LATAM
714,Nick Radford,0.378,Baixa Propensão (Foco em Reativação),2,2,34,12891.0,379.15,2014-12-29,Consumer,APAC
715,William Brown,0.3779,Baixa Propensão (Foco em Reativação),2,20,40,16886.0,422.15,2014-12-11,Consumer,US
716,Chad Cunningham,0.3763,Baixa Propensão (Foco em Reativação),1,51,30,12522.0,417.4,2014-11-10,Home Office,EU
717,Jim Kriz,0.375,Baixa Propensão (Foco em Reativação),1,0,30,13071.0,435.7,2014-12-31,Home Office,US
718,Erica Hackney,0.3749,Baixa Propensão (Foco em Reativação),1,33,32,9481.0,296.28,2014-11-28,Consumer,APAC
719,Jamie Frazer,0.3738,Baixa Propensão (Foco em Reativação),1,6,36,20576.0,571.56,2014-12-25,Consumer,APAC
720,Susan Pistek,0.3738,Baixa Propensão (Foco em Reativação),1,6,32,29020.0,906.88,2014-12-25,Consumer,EU
721,Theone Pippenger,0.3735,Baixa Propensão (Foco em Reativação),1,2,43,23965.0,557.33,2014-12-29,Consumer,APAC
722,David Kendrick,0.3734,Baixa Propensão (Foco em Reativação),1,10,36,17559.0,487.75,2014-12-21,Corporate,EMEA
723,Jim Mitchum,0.3718,Baixa Propensão (Foco em Reativação),1,8,42,19899.0,473.79,2014-12-23,Corporate,LATAM
724,Matt Collins,0.3717,Baixa Propensão (Foco em Reativação),1,9,41,17897.0,436.51,2014-12-22,Consumer,APAC
725,Michael Moore,0.3697,Baixa Propensão (Foco em Reativação),1,7,39,21730.0,557.18,2014-12-24,Consumer,LATAM
726,Rob Williams,0.3695,Baixa Propensão (Foco em Reativação),1,77,28,9988.0,356.71,2014-10-15,Corporate,US
727,Alex Russell,0.3686,Baixa Propensão (Foco em Reativação),1,29,35,16469.0,470.54,2014-12-02,Corporate,APAC
728,Paul Prost,0.3684,Baixa Propensão (Foco em Reativação),1,14,33,22247.0,674.15,2014-12-17,Home Office,US
729,Bobby Elias,0.367,Baixa Propensão (Foco em Reativação),1,21,37,18411.0,497.59,2014-12-10,Consumer,APAC
730,Trudy Glocke,0.3667,Baixa Propensão (Foco em Reativação),1,5,42,18883.0,449.6,2014-12-26,Consumer,LATAM
731,Arthur Gainer,0.3666,Baixa Propensão (Foco em Reativação),1,23,33,19871.0,602.15,2014-12-08,Consumer,APAC
732,Ed Jacobs,0.3666,Baixa Propensão (Foco em Reativação),1,49,30,10699.0,356.63,2014-11-12,Consumer,APAC
733,Brad Norvell,0.3655,Baixa Propensão (Foco em Reativação),1,11,36,26200.0,727.78,2014-12-20,Corporate,APAC
734,Alan Schoenberger,0.365,Baixa Propensão (Foco em Reativação),1,2,35,21837.0,623.91,2014-12-29,Corporate,APAC
735,Andrew Roberts,0.3645,Baixa Propensão (Foco em Reativação),1,14,39,16914.0,433.69,2014-12-17,Consumer,APAC
736,Christina DeMoss,0.3644,Baixa Propensão (Foco em Reativação),1,12,31,17986.0,580.19,2014-12-19,Consumer,LATAM
737,Emily Ducich,0.3641,Baixa Propensão (Foco em Reativação),1,15,39,18549.0,475.62,2014-12-16,Home Office,APAC
738,Bill Eplett,0.3638,Baixa Propensão (Foco em Reativação),1,35,42,28480.0,678.1,2014-11-26,Home Office,APAC
739,Adam Bellavance,0.3638,Baixa Propensão (Foco em Reativação),1,35,41,20189.0,492.41,2014-11-26,Home Office,LATAM
740,Erica Smith,0.3631,Baixa Propensão (Foco em Reativação),1,0,39,14719.0,377.41,2014-12-31,Consumer,EU
741,Maxwell Schwartz,0.3617,Baixa Propensão (Foco em Reativação),1,34,42,17928.0,426.86,2014-11-27,Consumer,US
742,Ross Baird,0.3608,Baixa Propensão (Foco em Reativação),1,30,40,19314.0,482.85,2014-12-01,Home Office,LATAM
743,Patrick Gardner,0.358,Baixa Propensão (Foco em Reativação),1,20,41,16481.0,401.98,2014-12-11,Consumer,US
744,Sara Luxemburg,0.3579,Baixa Propensão (Foco em Reativação),1,29,46,16827.0,365.8,2014-12-02,Home Office,LATAM
745,John Huston,0.3576,Baixa Propensão (Foco em Reativação),1,13,38,25947.0,682.82,2014-12-18,Consumer,EU
746,Jason Klamczynski,0.3565,Baixa Propensão (Foco em Reativação),1,77,31,17200.0,554.84,2014-10-15,Corporate,APAC
747,Liz Carlisle,0.3565,Baixa Propensão (Foco em Reativação),1,4,30,20127.0,670.9,2014-12-27,Consumer,LATAM
748,Anna Andreadi,0.3564,Baixa Propensão (Foco em Reativação),1,28,47,17312.0,368.34,2014-12-03,Consumer,APAC
749,Corey Roper,0.3559,Baixa Propensão (Foco em Reativação),1,43,37,22354.0,604.16,2014-11-18,Home Office,APAC
750,Sarah Brown,0.3557,Baixa Propensão (Foco em Reativação),1,74,38,22300.0,586.84,2014-10-18,Consumer,EU
751,Karen Ferguson,0.3549,Baixa Propensão (Foco em Reativação),1,32,30,18267.0,608.9,2014-11-29,Home Office,US
752,Logan Haushalter,0.3545,Baixa Propensão (Foco em Reativação),1,75,37,17288.0,467.24,2014-10-17,Consumer,APAC
753,Eugene Moren,0.3536,Baixa Propensão (Foco em Reativação),1,24,36,23411.0,650.31,2014-12-07,Home Office,APAC
754,Anthony Rawles,0.3527,Baixa Propensão (Foco em Reativação),1,22,45,17339.0,385.31,2014-12-09,Corporate,EU
755,Joseph Holt,0.3523,Baixa Propensão (Foco em Reativação),1,11,45,20939.0,465.31,2014-12-20,Consumer,LATAM
756,Shahid Shariari,0.3519,Baixa Propensão (Foco em Reativação),1,26,37,18107.0,489.38,2014-12-05,Consumer,LATAM
757,Thomas Boland,0.3516,Baixa Propensão (Foco em Reativação),1,39,31,17427.0,562.16,2014-11-22,Corporate,LATAM
758,Christopher Conant,0.3506,Baixa Propensão (Foco em Reativação),1,6,39,35187.0,902.23,2014-12-25,Consumer,APAC
759,Victoria Pisteka,0.3498,Baixa Propensão (Foco em Reativação),1,75,31,18554.0,598.52,2014-10-17,Corporate,APAC
760,Gary Hwang,0.3476,Baixa Propensão (Foco em Reativação),1,18,41,24629.0,600.71,2014-12-13,Consumer,EU
761,Penelope Sewall,0.3467,Baixa Propensão (Foco em Reativação),1,20,33,30083.0,911.61,2014-12-11,Home Office,LATAM
762,Ted Trevino,0.3462,Baixa Propensão (Foco em Reativação),1,14,33,17245.0,522.58,2014-12-17,Consumer,APAC
763,Darrin Martin,0.3455,Baixa Propensão (Foco em Reativação),1,2,36,17733.0,492.58,2014-12-29,Consumer,US
764,Cindy Chapman,0.344,Baixa Propensão (Foco em Reativação),1,16,37,20866.0,563.95,2014-12-15,Consumer,APAC
765,Art Foster,0.344,Baixa Propensão (Foco em Reativação),1,53,37,20064.0,542.27,2014-11-08,Consumer,EU
766,Ashley Jarboe,0.342,Baixa Propensão (Foco em Reativação),1,28,36,15949.0,443.03,2014-12-03,Consumer,APAC
767,Gary McGarr,0.342,Baixa Propensão (Foco em Reativação),1,1,34,16518.0,485.82,2014-12-30,Consumer,APAC
768,Dave Poirier,0.3406,Baixa Propensão (Foco em Reativação),1,6,31,25901.0,835.52,2014-12-25,Corporate,APAC
769,Nathan Gelder,0.3403,Baixa Propensão (Foco em Reativação),1,18,36,22721.0,631.14,2014-12-13,Consumer,EU
770,Patrick O'Donnell,0.3398,Baixa Propensão (Foco em Reativação),1,0,41,24025.0,585.98,2014-12-31,Consumer,LATAM
771,Kristen Hastings,0.3362,Baixa Propensão (Foco em Reativação),1,2,46,19856.0,431.65,2014-12-29,Corporate,EU
772,Liz Preis,0.3326,Baixa Propensão (Foco em Reativação),1,0,30,16611.0,553.7,2014-12-31,Consumer,LATAM
773,Maria Zettner,0.3325,Baixa Propensão (Foco em Reativação),1,21,31,17960.0,579.35,2014-12-10,Home Office,LATAM
774,Clytie Kelty,0.3315,Baixa Propensão (Foco em Reativação),1,43,36,17141.0,476.14,2014-11-18,Consumer,US
775,Denny Ordway,0.3304,Baixa Propensão (Foco em Reativação),1,36,42,18797.0,447.55,2014-11-25,Consumer,LATAM
776,Karen Daniels,0.33,Baixa Propensão (Foco em Reativação),1,36,30,24018.0,800.6,2014-11-25,Consumer,APAC
777,Philip Fox,0.3272,Baixa Propensão (Foco em Reativação),1,34,43,18031.0,419.33,2014-11-27,Consumer,APAC
778,Shahid Collister,0.3267,Baixa Propensão (Foco em Reativação),1,30,41,17678.0,431.17,2014-12-01,Consumer,APAC
779,Dorothy Dickinson,0.3263,Baixa Propensão (Foco em Reativação),1,41,32,11071.0,345.97,2014-11-20,Consumer,EU
780,Henry MacAllister,0.3255,Baixa Propensão (Foco em Reativação),1,25,34,17128.0,503.76,2014-12-06,Consumer,APAC
781,Bobby Trafton,0.3251,Baixa Propensão (Foco em Reativação),1,51,31,10400.0,335.48,2014-11-10,Consumer,EMEA
782,Fred Wasserman,0.3236,Baixa Propensão (Foco em Reativação),1,0,34,18194.0,535.12,2014-12-31,Corporate,APAC
783,Bradley Drucker,0.3216,Baixa Propensão (Foco em Reativação),1,19,30,13142.0,438.07,2014-12-12,Consumer,LATAM
784,Shirley Daniels,0.3212,Baixa Propensão (Foco em Reativação),1,15,40,17959.0,448.98,2014-12-16,Home Office,APAC
785,Katharine Harms,0.32,Baixa Propensão (Foco em Reativação),1,16,39,18414.0,472.15,2014-12-15,Corporate,APAC
786,Kelly Andreada,0.3199,Baixa Propensão (Foco em Reativação),1,16,42,18876.0,449.43,2014-12-15,Consumer,APAC
787,Muhammed Yedwab,0.3181,Baixa Propensão (Foco em Reativação),1,0,39,29644.0,760.1,2014-12-31,Corporate,APAC
788,Michael Dominguez,0.3177,Baixa Propensão (Foco em Reativação),1,36,33,22427.0,679.61,2014-11-25,Corporate,APAC
789,Brosina Hoffman,0.3167,Baixa Propensão (Foco em Reativação),1,23,41,28120.0,685.85,2014-12-08,Consumer,LATAM
790,Jason Fortune-,0.3152,Baixa Propensão (Foco em Reativação),1,56,32,22817.0,713.03,2014-11-05,Consumer,EU
791,Justin Hirsh,0.3065,Baixa Propensão (Foco em Reativação),1,27,40,23918.0,597.95,2014-12-04,Consumer,EU
792,Frank Olsen,0.2983,Baixa Propensão (Foco em Reativação),1,22,47,17775.0,378.19,2014-12-09,Consumer,EU
793,Bryan Mills,0.2935,Baixa Propensão (Foco em Reativação),1,2,45,20689.0,459.76,2014-12-29,Consumer,APAC
794,Brian Stugart,0.2915,Baixa Propensão (Foco em Reativação),1,29,31,22573.0,728.16,2014-12-02,Consumer,LATAM
795,Randy Bradley,0.2766,Baixa Propensão (Foco em Reativação),1,15,40,22898.0,572.45,2014-12-16,Consumer,EU
