order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,negative_profit,margem_lucro
ID-2014-47792,2014-08-30,2014-09-03,Second Class,Carlos Soltero,Consumer,Jakarta,Indonesia,APAC,Southeast Asia,OFF-LA-10003610,Office Supplies,Labels,"Avery Removable Labels, 5000 Label Set",41.0,7,0.47,-8.6877,2.64,Medium,False,-0.2118951219512195
UP-2014-9930,2014-08-30,2014-09-04,Standard Class,Roland Schwarz,Corporate,Ivano-Frankivsk,Ukraine,EMEA,EMEA,OFF-HON-10001783,Office Supplies,Labels,"Hon Shipping Labels, 5000 Label Set",24.0,2,0.0,11.28,2.42,Medium,True,0.47
AJ-2014-9550,2014-08-30,2014-09-04,Second Class,Greg Guthrie,Corporate,Baki,Azerbaijan,EMEA,,FUR-HON-10000339,Furniture,Chairs,"Hon Bag Chairs, Set of Two",47.0,1,0.0,5.67,2.16,Medium,True,0.12063829787234043
CA-2014-144064,2014-08-30,2014-09-02,First Class,Cathy Prescott,Corporate,Illinois,United States,US,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.0,9,0.8,-5.184,0.71,High,False,-1.728
CA-2014-104024,2014-08-30,2014-09-04,Second Class,Michael Dominguez,Corporate,Pennsylvania,United States,US,,OFF-AR-10001972,,Art,Newell 323,9.0,7,0.2,0.7056,0.64,Medium,True,0.0784
AO-2014-4830,2014-08-31,2014-09-03,Second Class,Jim Mitchum,Corporate,Luanda,Angola,Africa,Africa,OFF-FEL-10001405,Office Supplies,Storage,"Fellowes File Cart, Industrial",276.0,2,0.0,35.82,44.92,High,True,0.12978260869565217
ID-2014-37656,2014-08-31,2014-09-03,Second Class,Max Engle,Consumer,Singapore,Singapore,APAC,,OFF-SU-10004872,,Supplies,"Elite Letter Opener, Easy Grip",87.0,3,0.0,22.5,18.89,High,True,0.25862068965517243
ES-2014-3497227,2014-08-31,2014-09-03,First Class,Michelle Arnett,Home Office,Wales,United Kingdom,EU,,OFF-BI-10004903,,Binders,"Ibico Hole Reinforcements, Durable",51.0,6,0.0,14.22,16.48,High,True,0.2788235294117647
AO-2014-4830,2014-08-31,2014-09-03,Second Class,Jim Mitchum,Corporate,Luanda,Angola,Africa,Africa,OFF-SME-10001745,,Storage,"Smead Shelving, Blue",49.0,1,0.0,14.67,6.9,High,True,0.2993877551020408
ES-2014-1972860,2014-09-01,2014-09-01,Same Day,Neil Französisch,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-AP-10003382,Office Supplies,Appliances,"Breville Stove, White",1007.0,2,0.1,134.304,428.83,Critical,True,0.13337040714995035
ES-2014-1972860,2014-09-01,2014-09-01,Same Day,Neil Französisch,Home Office,North Rhine-Westphalia,Germany,EU,Central,TEC-CO-10004567,Technology,Copiers,"Brother Fax Machine, Color",1600.0,5,0.0,719.85,352.79,Critical,True,0.44990625
ES-2014-1972860,2014-09-01,2014-09-01,Same Day,Neil Französisch,Home Office,North Rhine-Westphalia,Germany,EU,Central,TEC-CO-10001839,Technology,Copiers,"Hewlett Fax and Copier, Laser",1350.0,7,0.0,256.41,253.73,Critical,True,0.18993333333333334
IN-2014-26120,2014-09-01,2014-09-04,First Class,Phillip Breyer,Corporate,New South Wales,Australia,APAC,Oceania,OFF-AP-10000647,Office Supplies,Appliances,"Hoover Refrigerator, White",1888.0,4,0.1,0.0,241.89,Medium,False,0.0
CA-2014-154074,2014-09-01,2014-09-03,Second Class,Bart Watters,Corporate,Washington,United States,US,,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,570.0,2,0.2,7.1196,115.19,High,True,0.012490526315789474
MX-2014-145737,2014-09-01,2014-09-05,Standard Class,Ross DeVincentis,Home Office,Managua,Nicaragua,LATAM,,TEC-AC-10002629,Technology,Accessories,"Belkin Memory Card, Programmable",465.0,6,0.0,213.96,81.93,High,True,0.4601290322580645
MX-2014-116316,2014-09-01,2014-09-03,Second Class,Lisa Hazard,Consumer,Santa Ana,El Salvador,LATAM,Central,FUR-CH-10003392,Furniture,Chairs,"Novimex Steel Folding Chair, Red",219.0,4,0.0,0.0,54.57,Critical,False,0.0
CA-2014-133004,2014-09-01,2014-09-06,Standard Class,Ashley Jarboe,Consumer,Indiana,United States,US,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,639.0,9,0.0,166.0698,43.97,Medium,True,0.2598901408450704
MX-2014-151519,2014-09-01,2014-09-06,Standard Class,Tracy Hopkins,Home Office,São Paulo,Brazil,LATAM,South,TEC-MA-10002040,Technology,Machines,"Panasonic Card Printer, Durable",812.0,7,0.0,284.06,37.73,Medium,True,0.3498275862068966
PL-2014-240,2014-09-01,2014-09-05,Standard Class,Anthony Johnson,Corporate,Lesser Poland,Poland,EMEA,,TEC-LOG-10003651,Technology,Accessories,"Logitech Router, Programmable",995.0,4,0.0,358.2,36.84,Medium,True,0.36
ES-2014-4660203,2014-09-01,2014-09-04,Second Class,Suzanne McNair,Corporate,England,United Kingdom,EU,North,TEC-PH-10002456,Technology,Phones,"Cisco Speaker Phone, Cordless",565.0,4,0.0,56.52,33.19,Medium,True,0.1000353982300885
ID-2014-28066,2014-09-01,2014-09-05,Standard Class,Carlos Soltero,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-ST-10003203,Office Supplies,Storage,"Eldon Lockers, Wire Frame",650.0,6,0.45,-23.706,31.76,Medium,False,-0.03647076923076923
MX-2014-127593,2014-09-01,2014-09-06,Standard Class,Anthony O'Donnell,Corporate,Tamaulipas,Mexico,LATAM,North,OFF-AR-10002882,Office Supplies,Art,"BIC Sketch Pad, Water Color",276.0,8,0.0,11.04,31.33,High,True,0.039999999999999994
CA-2014-117198,2014-09-01,2014-09-06,Standard Class,Barry Gonzalez,Consumer,Louisiana,United States,US,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,660.0,2,0.0,217.767,28.81,Medium,True,0.32995
ES-2014-4592758,2014-09-01,2014-09-05,Standard Class,Chuck Sachs,Consumer,England,United Kingdom,EU,North,TEC-MA-10000161,Technology,Machines,"Konica Receipt Printer, Durable",734.0,6,0.0,212.76,27.73,Medium,True,0.28986376021798366
CA-2014-107321,2014-09-01,2014-09-05,Standard Class,Arthur Wiediger,Home Office,California,United States,US,,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.0,4,0.2,77.5584,26.61,Medium,True,0.11256661828737301
KZ-2014-1400,2014-09-01,2014-09-04,First Class,Paul Knutson,Home Office,Qostanay,Kazakhstan,EMEA,EMEA,FUR-NOV-10002655,Furniture,Chairs,"Novimex Swivel Stool, Adjustable",100.0,2,0.7,-207.03,26.36,Medium,False,-2.0703
PL-2014-240,2014-09-01,2014-09-05,Standard Class,Anthony Johnson,Corporate,Lesser Poland,Poland,EMEA,EMEA,FUR-SAF-10002757,Furniture,Chairs,"SAFCO Rocking Chair, Red",135.0,1,0.0,6.72,13.75,Medium,True,0.049777777777777775
CA-2014-132619,2014-09-01,2014-09-06,Standard Class,Maxwell Schwartz,Consumer,California,United States,US,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,194.0,3,0.0,9.6975,12.65,Medium,True,0.049987113402061856
MX-2014-145737,2014-09-01,2014-09-05,Standard Class,Ross DeVincentis,Home Office,Managua,Nicaragua,LATAM,,FUR-FU-10004015,Furniture,Furnishings,"Tenex Clock, Durable",252.0,8,0.0,90.72,12.58,High,True,0.36
ES-2014-2901676,2014-09-01,2014-09-05,Standard Class,Tim Brockman,Consumer,Lower Saxony,Germany,EU,Central,OFF-AR-10001068,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",122.0,5,0.5,-0.075,12.48,High,False,-0.0006147540983606557
MX-2014-116897,2014-09-01,2014-09-06,Standard Class,Todd Boyes,Corporate,Durango,Mexico,LATAM,,OFF-EN-10001751,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",180.0,7,0.0,46.76,12.16,Medium,True,0.2597777777777778
CA-2014-154074,2014-09-01,2014-09-03,Second Class,Bart Watters,Corporate,Washington,United States,US,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",150.0,7,0.0,43.4217,11.91,High,True,0.289478
ES-2014-5835827,2014-09-01,2014-09-05,Standard Class,Sarah Jordon,Consumer,Bavaria,Germany,EU,,OFF-AR-10000409,Office Supplies,Art,"Sanford Canvas, Easy-Erase",102.0,2,0.0,13.2,10.03,Medium,True,0.12941176470588234
US-2014-135062,2014-09-01,2014-09-05,Second Class,Rob Lucas,Consumer,North Carolina,United States,US,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,230.0,7,0.2,83.2097,9.43,Medium,True,0.36178130434782607
ES-2014-5835827,2014-09-01,2014-09-05,Standard Class,Sarah Jordon,Consumer,Bavaria,Germany,EU,Central,OFF-ST-10002437,Office Supplies,Storage,"Eldon Trays, Blue",130.0,3,0.1,11.439,9.14,Medium,True,0.08799230769230769
ES-2014-2949307,2014-09-01,2014-09-03,Second Class,Andy Reiter,Consumer,Ile-de-France,France,EU,Central,OFF-ST-10004577,Office Supplies,Storage,"Tenex Shelving, Wire Frame",48.0,1,0.1,1.047,8.95,Critical,True,0.0218125
NI-2014-1420,2014-09-01,2014-09-08,Standard Class,Craig Reiter,Consumer,Ondo,Nigeria,Africa,Africa,TEC-KON-10000562,Technology,Machines,"Konica Phone, Wireless",155.0,6,0.7,-258.678,8.29,Medium,False,-1.668890322580645
ES-2014-1972860,2014-09-01,2014-09-01,Same Day,Neil Französisch,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-EN-10003373,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",93.0,2,0.0,27.0,7.84,Critical,True,0.2903225806451613
IT-2014-1365674,2014-09-01,2014-09-07,Standard Class,John Huston,Consumer,South Holland,Netherlands,EU,Central,TEC-MA-10003558,Technology,Machines,"Panasonic Calculator, Durable",76.0,3,0.5,-54.45,7.79,Medium,False,-0.7164473684210527
US-2014-167430,2014-09-01,2014-09-06,Second Class,Shahid Shariari,Consumer,Aragua,Venezuela,LATAM,South,FUR-BO-10002346,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",97.0,2,0.4,-17.848,6.84,Medium,False,-0.184
MX-2014-116897,2014-09-01,2014-09-06,Standard Class,Todd Boyes,Corporate,Durango,Mexico,LATAM,North,OFF-FA-10002895,,Fasteners,"Advantus Rubber Bands, Bulk Pack",66.0,6,0.0,8.52,6.03,Medium,True,0.1290909090909091
MX-2014-116897,2014-09-01,2014-09-06,Standard Class,Todd Boyes,Corporate,Durango,Mexico,LATAM,North,OFF-ST-10003800,Office Supplies,Storage,"Rogers Folders, Wire Frame",79.0,4,0.0,25.36,5.84,Medium,True,0.3210126582278481
IR-2014-5950,2014-09-01,2014-09-06,Standard Class,Jack Garza,Consumer,Fars,Iran,EMEA,EMEA,OFF-ROG-10002294,Office Supplies,Storage,"Rogers File Cart, Single Width",142.0,1,0.0,22.71,5.57,Medium,True,0.15992957746478872
MX-2014-116897,2014-09-01,2014-09-06,Standard Class,Todd Boyes,Corporate,Durango,Mexico,LATAM,North,FUR-FU-10000159,Furniture,Furnishings,"Advantus Frame, Erganomic",88.0,2,0.4,-5.888,5.23,Medium,False,-0.0669090909090909
ES-2014-4592758,2014-09-01,2014-09-05,Standard Class,Chuck Sachs,Consumer,England,United Kingdom,EU,North,OFF-AR-10001626,Office Supplies,Art,"BIC Pens, Blue",43.0,3,0.0,4.68,4.97,Medium,True,0.10883720930232557
ES-2014-2901676,2014-09-01,2014-09-05,Standard Class,Tim Brockman,Consumer,Lower Saxony,Germany,EU,Central,OFF-FA-10001052,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",40.0,7,0.5,-31.92,4.81,High,False,-0.798
ES-2014-4592758,2014-09-01,2014-09-05,Standard Class,Chuck Sachs,Consumer,England,United Kingdom,EU,North,FUR-FU-10000432,Furniture,Furnishings,"Eldon Clock, Black",79.0,2,0.3,-2.292,4.8,Medium,False,-0.029012658227848098
IR-2014-990,2014-09-01,2014-09-06,Standard Class,Evan Henry,Consumer,Fars,Iran,EMEA,EMEA,OFF-SAN-10004824,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",52.0,2,0.0,13.56,4.69,Medium,True,0.26076923076923075
ES-2014-4660203,2014-09-01,2014-09-04,Second Class,Suzanne McNair,Corporate,England,United Kingdom,EU,,OFF-PA-10000876,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",56.0,2,0.0,8.34,4.64,Medium,True,0.14892857142857144
IT-2014-1950119,2014-09-01,2014-09-05,Standard Class,Ricardo Sperren,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10003835,Office Supplies,Storage,"Rogers Folders, Single Width",55.0,2,0.1,-1.284,4.37,High,False,-0.023345454545454548
IT-2014-1365674,2014-09-01,2014-09-07,Standard Class,John Huston,Consumer,South Holland,Netherlands,EU,,OFF-AR-10003113,Office Supplies,Art,"Binney & Smith Pens, Blue",48.0,8,0.5,-7.68,4.24,Medium,False,-0.16
MX-2014-131226,2014-09-01,2014-09-07,Standard Class,Patricia Hirasaki,Home Office,Matanzas,Cuba,LATAM,Caribbean,OFF-SU-10001968,,Supplies,"Acme Scissors, Steel",99.0,6,0.0,32.76,3.45,Medium,True,0.3309090909090909
ES-2014-1972860,2014-09-01,2014-09-01,Same Day,Neil Französisch,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-FA-10001698,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",17.0,1,0.0,6.33,3.29,Critical,True,0.3723529411764706
IN-2014-85858,2014-09-01,2014-09-07,Standard Class,Rose O'Brian,Consumer,Wellington,New Zealand,APAC,Oceania,OFF-BI-10002734,Office Supplies,Binders,"Wilson Jones Binder Covers, Clear",64.0,6,0.0,15.84,3.26,Medium,True,0.2475
SG-2014-3940,2014-09-01,2014-09-04,Second Class,Bobby Trafton,Consumer,Dakar,Senegal,Africa,Africa,OFF-ENE-10001906,Office Supplies,Paper,"Enermax Message Books, Recycled",22.0,1,0.0,9.84,2.98,High,True,0.44727272727272727
MX-2014-158946,2014-09-01,2014-09-03,Second Class,Darrin Van Huff,Corporate,Rio Grande do Sul,Brazil,LATAM,South,OFF-BI-10002062,Office Supplies,Binders,"Acco Hole Reinforcements, Economy",31.0,7,0.0,5.18,2.83,Medium,True,0.16709677419354838
PL-2014-240,2014-09-01,2014-09-05,Standard Class,Anthony Johnson,Corporate,Lesser Poland,Poland,EMEA,EMEA,FUR-HON-10000339,Furniture,Chairs,"Hon Bag Chairs, Set of Two",95.0,2,0.0,11.34,2.75,Medium,True,0.11936842105263158
ID-2014-28066,2014-09-01,2014-09-05,Standard Class,Carlos Soltero,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-AR-10002727,,Art,"Stanley Pencil Sharpener, Fluorescent",27.0,2,0.45,-8.442,2.33,Medium,False,-0.31266666666666665
PL-2014-240,2014-09-01,2014-09-05,Standard Class,Anthony Johnson,Corporate,Lesser Poland,Poland,EMEA,EMEA,OFF-SME-10000018,Office Supplies,Labels,"Smead Round Labels, Laser Printer Compatible",28.0,4,0.0,9.84,2.3,Medium,True,0.3514285714285714
PL-2014-240,2014-09-01,2014-09-05,Standard Class,Anthony Johnson,Corporate,Lesser Poland,Poland,EMEA,EMEA,OFF-GLO-10004610,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, with clear poly window",25.0,1,0.0,1.23,2.06,Medium,True,0.0492
PL-2014-240,2014-09-01,2014-09-05,Standard Class,Anthony Johnson,Corporate,Lesser Poland,Poland,EMEA,,TEC-BEL-10003896,Technology,Accessories,"Belkin Mouse, Erganomic",77.0,2,0.0,13.08,2.04,Medium,True,0.16987012987012987
IT-2014-1365674,2014-09-01,2014-09-07,Standard Class,John Huston,Consumer,South Holland,Netherlands,EU,Central,OFF-AR-10002255,Office Supplies,Art,"Boston Sketch Pad, Water Color",26.0,1,0.5,-24.36,1.99,Medium,False,-0.9369230769230769
ES-2014-2890715,2014-09-01,2014-09-06,Standard Class,Kelly Lampkin,Corporate,England,United Kingdom,EU,North,OFF-LA-10003295,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Alphabetical",38.0,3,0.0,19.08,1.87,Medium,True,0.5021052631578947
IT-2014-1365674,2014-09-01,2014-09-07,Standard Class,John Huston,Consumer,South Holland,Netherlands,EU,Central,OFF-AR-10000219,Office Supplies,Art,"Sanford Highlighters, Blue",16.0,2,0.5,-12.33,1.55,Medium,False,-0.770625
MX-2014-113236,2014-09-01,2014-09-07,Standard Class,Emily Ducich,Home Office,São Paulo,Brazil,LATAM,,OFF-AP-10001548,,Appliances,"Hoover Toaster, Silver",113.0,2,0.0,51.72,1.42,Medium,True,0.45769911504424776
MX-2014-116897,2014-09-01,2014-09-06,Standard Class,Todd Boyes,Corporate,Durango,Mexico,LATAM,North,OFF-FA-10000300,,Fasteners,"Stockwell Push Pins, Assorted Sizes",15.0,2,0.0,4.56,1.37,Medium,True,0.304
ES-2014-4592758,2014-09-01,2014-09-05,Standard Class,Chuck Sachs,Consumer,England,United Kingdom,EU,North,OFF-BI-10003440,Office Supplies,Binders,"Avery Binder Covers, Economy",33.0,3,0.0,10.26,1.02,Medium,True,0.3109090909090909
MX-2014-158946,2014-09-01,2014-09-03,Second Class,Darrin Van Huff,Corporate,Rio Grande do Sul,Brazil,LATAM,South,OFF-FA-10003058,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",9.0,1,0.0,0.44,0.74,Medium,True,0.04888888888888889
IR-2014-5950,2014-09-01,2014-09-06,Standard Class,Jack Garza,Consumer,Fars,Iran,EMEA,EMEA,OFF-WIL-10000986,Office Supplies,Binders,"Wilson Jones Binder Covers, Economy",11.0,1,0.0,2.88,0.7,Medium,True,0.2618181818181818
CA-2014-159884,2014-09-01,2014-09-06,Standard Class,Jeremy Farry,Consumer,Arizona,United States,US,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",11.0,1,0.2,0.8058,0.66,Medium,True,0.07325454545454545
CA-2014-159884,2014-09-01,2014-09-06,Standard Class,Jeremy Farry,Consumer,Arizona,United States,US,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.0,3,0.2,2.7222,0.65,Medium,True,0.340275
CA-2014-107321,2014-09-01,2014-09-05,Standard Class,Arthur Wiediger,Home Office,California,United States,US,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.0,3,0.2,2.1684,0.56,Medium,True,0.3097714285714286
ES-2014-4592758,2014-09-01,2014-09-05,Standard Class,Chuck Sachs,Consumer,England,United Kingdom,EU,North,OFF-BI-10004712,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",24.0,5,0.0,10.95,0.54,Medium,True,0.45625
CA-2014-127712,2014-09-01,2014-09-06,Standard Class,Michael Granlund,Home Office,Oregon,United States,US,,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,6.0,2,0.2,0.6984,0.43,Medium,True,0.1164
ES-2014-1626952,2014-09-01,2014-09-03,Second Class,William Brown,Consumer,England,United Kingdom,EU,North,OFF-SU-10002611,Office Supplies,Supplies,"Fiskars Ruler, Serrated",11.0,1,0.0,4.11,0.3,Medium,True,0.37363636363636366
IT-2014-1365674,2014-09-01,2014-09-07,Standard Class,John Huston,Consumer,South Holland,Netherlands,EU,Central,OFF-FA-10001113,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",12.0,2,0.5,-7.44,0.27,Medium,False,-0.62
US-2014-167430,2014-09-01,2014-09-06,Second Class,Shahid Shariari,Consumer,Aragua,Venezuela,LATAM,South,OFF-PA-10003681,Office Supplies,Paper,"Green Bar Message Books, Premium",10.0,1,0.4,-0.804,0.12,Medium,False,-0.0804
IT-2014-3941500,2014-09-02,2014-09-04,Second Class,Michael Chen,Consumer,Ile-de-France,France,EU,Central,OFF-ST-10003785,Office Supplies,Storage,"Eldon Lockers, Blue",1069.0,6,0.1,-0.126,220.97,High,False,-0.00011786716557530403
EZ-2014-1650,2014-09-02,2014-09-04,First Class,Alejandro Grove,Consumer,Prague,Czech Republic,EMEA,EMEA,FUR-HON-10001851,Furniture,Chairs,"Hon Executive Leather Armchair, Black",457.0,1,0.0,169.14,218.96,Critical,True,0.37010940919037194
ES-2014-4578544,2014-09-02,2014-09-09,Standard Class,Monica Federle,Corporate,Rhône-Alpes,France,EU,,FUR-BO-10002529,Furniture,Bookcases,"Safco Library with Doors, Metal",2452.0,7,0.1,190.575,155.69,Medium,True,0.07772226753670472
IN-2014-32784,2014-09-02,2014-09-07,Standard Class,Michael Chen,Consumer,Shandong,China,APAC,North Asia,TEC-PH-10002601,Technology,Phones,"Motorola Smart Phone, Cordless",1286.0,2,0.0,51.42,127.0,Medium,True,0.03998444790046656
ES-2014-2433620,2014-09-02,2014-09-04,Second Class,Ryan Akin,Consumer,North Rhine-Westphalia,Germany,EU,Central,FUR-TA-10002467,Furniture,Tables,"Lesro Conference Table, Adjustable Height",1118.0,2,0.35,206.301,124.15,Critical,True,0.18452683363148478
ES-2014-5665621,2014-09-02,2014-09-06,Standard Class,Joel Eaton,Consumer,Valenciana,Spain,EU,South,TEC-CO-10000854,Technology,Copiers,"Canon Personal Copier, Color",1298.0,9,0.0,64.8,110.57,Medium,True,0.04992295839753467
IN-2014-79866,2014-09-02,2014-09-07,Standard Class,Dorothy Badders,Corporate,New South Wales,Australia,APAC,Oceania,FUR-CH-10000974,,Chairs,"Harbour Creations Executive Leather Armchair, Black",852.0,2,0.1,189.438,90.89,Medium,True,0.2223450704225352
ES-2014-2835815,2014-09-02,2014-09-08,Standard Class,Scott Williamson,Consumer,England,United Kingdom,EU,North,TEC-AC-10003814,Technology,Accessories,"Belkin Router, Programmable",781.0,3,0.0,343.53,83.6,Medium,True,0.43985915492957744
ID-2014-10160,2014-09-02,2014-09-04,Second Class,Randy Ferguson,Corporate,National Capital,Philippines,APAC,Southeast Asia,FUR-CH-10002872,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",696.0,2,0.25,-167.04,59.77,Critical,False,-0.24
HU-2014-6130,2014-09-02,2014-09-09,Standard Class,Jeremy Pistek,Consumer,Budapest,Hungary,EMEA,EMEA,TEC-HP -10003894,Technology,Copiers,"HP Wireless Fax, Laser",720.0,2,0.0,43.2,57.21,Medium,True,0.060000000000000005
CA-2014-128041,2014-09-02,2014-09-02,Same Day,Rick Wilson,Corporate,Washington,United States,US,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,284.0,4,0.0,45.3696,56.77,High,True,0.15975211267605632
MO-2014-9670,2014-09-02,2014-09-03,Same Day,Liz Carlisle,Consumer,Grand Casablanca,Morocco,Africa,Africa,FUR-RUB-10001190,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",390.0,8,0.0,195.12,46.45,High,True,0.5003076923076923
CA-2014-20,2014-09-02,2014-09-06,Standard Class,Janet Molinari,Corporate,British Columbia,Canada,Canada,Canada,OFF-ROG-10002132,Office Supplies,Storage,"Rogers Lockers, Industrial",424.0,2,0.0,161.16,38.69,High,True,0.3800943396226415
CA-2014-128041,2014-09-02,2014-09-02,Same Day,Rick Wilson,Corporate,Washington,United States,US,West,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,315.0,4,0.0,103.818,34.6,High,True,0.32958095238095236
CA-2014-145653,2014-09-02,2014-09-02,Same Day,Cynthia Arntzen,Consumer,Michigan,United States,US,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.0,7,0.0,134.5302,33.08,High,True,0.2701409638554217
MX-2014-162355,2014-09-02,2014-09-06,Standard Class,Ritsa Hightower,Consumer,Chihuahua,Mexico,LATAM,North,OFF-ST-10000886,,Storage,"Smead Lockers, Wire Frame",395.0,3,0.0,15.78,32.81,High,True,0.03994936708860759
IN-2014-28416,2014-09-02,2014-09-05,First Class,Jim Karlsson,Consumer,Maharashtra,India,APAC,Central Asia,TEC-PH-10000297,Technology,Phones,"Apple Office Telephone, with Caller ID",131.0,2,0.0,50.88,29.83,High,True,0.3883969465648855
ES-2014-2835815,2014-09-02,2014-09-08,Standard Class,Scott Williamson,Consumer,England,United Kingdom,EU,North,OFF-ST-10000648,Office Supplies,Storage,"Eldon File Cart, Industrial",256.0,2,0.0,30.66,26.96,Medium,True,0.119765625
ES-2014-4018632,2014-09-02,2014-09-06,Standard Class,Pauline Webber,Corporate,Picardy,France,EU,Central,OFF-BI-10000323,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",137.0,5,0.0,38.4,26.45,High,True,0.2802919708029197
TU-2014-5450,2014-09-02,2014-09-07,Standard Class,Kean Nguyen,Corporate,Istanbul,Turkey,EMEA,,TEC-OKI-10002736,Technology,Machines,"Okidata Card Printer, Red",415.0,6,0.6,-498.348,20.59,Medium,False,-1.2008385542168676
ES-2014-4018632,2014-09-02,2014-09-06,Standard Class,Pauline Webber,Corporate,Picardy,France,EU,Central,OFF-ST-10004482,Office Supplies,Storage,"Rogers Shelving, Industrial",169.0,3,0.1,37.557,19.49,High,True,0.22223076923076923
IR-2014-2130,2014-09-02,2014-09-08,Standard Class,Alejandro Ballentine,Home Office,Sistan Va Baluchestan,Iran,EMEA,EMEA,FUR-RUB-10003004,Furniture,Furnishings,"Rubbermaid Frame, Durable",214.0,2,0.0,53.46,18.22,Medium,True,0.24981308411214953
MX-2014-106978,2014-09-02,2014-09-06,Standard Class,Amy Hunt,Consumer,Yucatán,Mexico,LATAM,North,OFF-SU-10003371,Office Supplies,Supplies,"Elite Shears, Serrated",204.0,7,0.0,0.0,17.31,Medium,False,0.0
ID-2014-60609,2014-09-02,2014-09-05,First Class,Karl Braun,Consumer,New South Wales,Australia,APAC,Oceania,OFF-FA-10003596,Office Supplies,Fasteners,"Stockwell Push Pins, Bulk Pack",116.0,9,0.1,24.327,13.7,High,True,0.20971551724137932
ES-2014-4578544,2014-09-02,2014-09-09,Standard Class,Monica Federle,Corporate,Rhône-Alpes,France,EU,Central,OFF-PA-10001758,Office Supplies,Paper,"Enermax Note Cards, Premium",171.0,6,0.0,17.1,13.05,Medium,True,0.1
MX-2014-133179,2014-09-02,2014-09-06,Second Class,Karen Bern,Corporate,Distrito Federal,Mexico,LATAM,North,FUR-CH-10004993,Furniture,Chairs,"Hon Swivel Stool, Black",172.0,2,0.2,15.008,10.39,Medium,True,0.08725581395348837
IN-2014-79698,2014-09-02,2014-09-06,Standard Class,Eric Hoffmann,Consumer,Kabul,Afghanistan,APAC,Central Asia,TEC-AC-10003407,Technology,Accessories,"Memorex Mouse, Erganomic",156.0,6,0.0,21.78,10.2,Medium,True,0.1396153846153846
ES-2014-1856774,2014-09-02,2014-09-07,Standard Class,Randy Ferguson,Corporate,Upper Austria,Austria,EU,,OFF-AR-10004739,Office Supplies,Art,"BIC Canvas, Easy-Erase",108.0,2,0.0,36.66,8.58,Medium,True,0.33944444444444444
MX-2014-106432,2014-09-02,2014-09-07,Standard Class,Jay Kimmel,Consumer,La Libertad,El Salvador,LATAM,Central,TEC-CO-10002998,Technology,Copiers,"Sharp Ink, Laser",166.0,2,0.002,49.42824,6.34,High,True,0.2977604819277109
